label,review
1,후기에줄어든다고하신분들계셔1cm크게주문했는데 줄어들지않네요 ㅠㅠ
1,너무 만족하고 좋습니다. ^^
1,두께감이 생각보다 있어요~ 겨울이라서인지 약간 뻣뻣한 느낌도 있는데 깔아 놓으면 괜찮네요~
1,"조립 간단하고, 제품 이상 없이 왔네요. 튼튼하길 바라며"
1,흰색이랑 같이 구입했는데 만족합니다.^^
1,신혼집이라 핑크로 도배중 너무 조아함
1,에펠의자 별로 안비싸긴 한데 등받이가 젖히는 에펠의자는 비싸더라고요 이거 괜찮네요 조립하기도 쉽고 ㅋ
1,너무 맘에 듭니다 ^^ 득템한 기분~
1,빠른배송 감사합니다. 많이 파세요~
1,초등생 의자가 부서져 구입하게 된 것이 바로 위 제품 조립하기는 누구가 손쉽게 할 수 있어 다행 의자는 괜찮은 것 같은데 어딘가 모르게 엉성한 면이 있어요 그러나 얘들이 좋아하네요 감사
1,첫번째로 상품에 스크래치가 있으면 어쩌나 내심 걱정했는데 깨끗했어요 두번째로는 조립이 매우 쉬웠구요 마지막으로 사진과의 싱크로율은 99.9%로 매우매우예쁘답니다!
1,ㅂㅈㄷㄱ쇼ㅕ
1,너무 좋네용 맘에들어요 마니파세요 너무 좋네용 맘에들어요 마니파세요 너무 좋네용 맘에들어요 마니파세요 너무 좋네용 맘에들어요 마니파세요
1,의자 잘 받았습니다. 생각보다 조립하기 쉽네요. 저렴한 가격에 잘 산거 같아요
1,잘받았습니다. ^^
1,너무 배송빨라서 맘에 들어요
1,빠른배송에 저렴한가격 거기다 품질까지 최고에요
1,편안하고 괜찮네요
1,제품잘산것같습니다. 튼튼하고 너무나좋아요 잘쓰겠습니다
1,배송만족.....상품 좋음..넘 편하구 특가에 사서 넘 저렴하게 삿어요^^굿굿..
1,핫딜 가격으로 자동차 매트 함께하는 구성으로 싸게 잘 산거 같아요~ 
1,"보기와 다르네용

잘받았습니다

뒤부분이 조금 실망"
1,조립도 쉽고 앉는부분도 푹신해서 잘 쓰고 있어요~
1,너무좋네요~!
1,조립도 하기 쉬웠구요~ 색상도 너무 예쁜 하늘색이네요^^ 책상 사면서 책상의자로 사용할까 했는데 너무 예뻐서 식탁의자로도 써도 괜찮을 것 같아요~
1,"인조가죽재질이라 , 흘려도 닦을수 있고 핑크색이 화사합니다. 언니랑 같이 잘샀다고 좋아라 했습니다. 다만, 많이 푹신하진 않아요 .. 이거야 지퍼 열고 닫을수 있으니, 솜 넣어서 계속 사용할려구요 ~! 그리고 핑크나 아이보리가 화사한데 , 반면 긁히면 검은색 스크레치가 생겨요. 인테리어 생각안하시고 편하게 사용하실거면 어두운 계열 추천드려요 ㅜㅜ"
1,좀 부실하긴하지만 디자인은 이뻐요 ㅎㅎ
1,가격에 비해서 마감 부분에 조금 실망했습니다. 재질 때문임지 방석에 먼지 머리카락 같은게 붙으면 떼어내기가 힘드네요. 넓고 푹신해서 좋긴 합니다. 양반다리 가능 176에 62키로인데 목받이 부분 높이가 영 별로입니다. 높낮이 조절이 안돼서 아쉽네요
1,편하고 좋아요 ^^
1,너무 좋게샀던 상품이라 재구매 했습니다. 빨리와서 다행입니다. 등판과 좌판의 조립시에 조금 어려울 수 있으니 여성분 혼자 조립하실 생각이시면 주의하세요~
1,이쁘고 튼튼합니다.
1,첫번째 구입하고는 쿠폰을 사용하지 않은걸 뒤늦게 확인하고 이런.... 안타까운생각이 들었습니다. 근데.. 처음에는 새것 냄새가 쪼금 나긴했는데요. 비닐 벗기고 하루정도 방치하니까 없어지더라고요. 앉을때 푹신하고 등각도는 처음에는 고장인가 하는 느낌이였습니다만 작동하다보니 내가 작동방법을 잘 몰라서 그랬던거고요. 우리 조카들이 그 의자에 앉아 있는걸 너무 좋아 합니다. 두번째는 임신한 아는 동생한테 선물을 한건데요. 너무 편안하다고 하네요~ 제가 정말 후기라던지 잘 안쓰는데 꼭 추천해야 겠다는 생각을 할정도로 편안합니다. 배송도 빠르고~ 편안하고~ 왕왕 왕왕 추천 입니다~~ㅎㅎ
1,좋아요 근데 팔걸이가 포켓달린건줄알앗는데 없네여 스마트덕킹은 당연 그건줄 알앗어요 ㅋㅋ 팔걸이도 좀 약하구.. 고정되는 합판이 약한건가 그래도 대만족!
1,배송도 좋고 물건도 좋아요
1,"구매 후기 등록시 고객님의 연락처, 주소 등의 개인정보가 포함된 글을 기재하실

  경우 타인에게 해당 정보가 노출 될 수 있으니 기재를 삼가 주시기 바랍니다."
1,이 상품이야 워낙 유명하니까요!!ㅋㅋㅋ이 판매처가 젤 싸네요~색상도 맘에 듬!! 오렌지는 살짝 형광빛이 돕니다!!
1,처음에는 가격이 쫌해서 사까말까 고민을 많이 했는데..받아서 보고 앉아보고 하니까 편안하고 느낌도 좋고 너무너무 마음에드네요^^다른분들도 산다면 후회는 하지않을꺼에여^^많이 파시고 부자돼세여^^
1,가격대비 성능 최고!!한국산?이라 그런지 깔끔한 제품 좋네요 재구매 할꺼같네요^^단...주니온이랑 같은 박스에 설명서가 똑같다는 흠이..ㅎㅎ헤드부분 조립하는데 좀 헤맸네요 ㅠㅠ
1,그림과 같네요. 맘에 듭니다.
1,"무난...설명서대로하다가 부품이서로안맞길래


판자먼저끼워넣고 했음 머리를 쓰게하는 퍼즐책상


그래도깔끔하고 괜츈


하지만 한번안맞으니까 계속 이게들어갈까 이게맞는걸까 걱정됨"
1,저렴한 가격대에서 편하게안자서 쉴수있는 좌식의자를 찾다가구매 했는데요 잘산거 같아요 ?일의자에 안자보고 편하고 좋은거같음 하나더 살려고요^^
1,좌식의자 첨 써보는데 넘 좋네요~ 등받이 조절도 되네요? 원래 해외에 사는데 들고가고싶네요ㅠㅠ 부피가 넘 커서 들고갈수도없고 아쉽당 등받이도 한 3단계 되는거같은데ㅡ 아이도 넘 좋아해요
1,저렴하지만 쓸만합니다. 설명서 정독하시고 엉덩이 받침대에는 짧은나사 4개 조립하세요. 긴 나사는 그외 사용됩니다.
1,분홍색샀는데 맘에 듭니다. 무게도 가벼워서 한손으로 번쩍번쩍 들수있어요 근데 아무래도 좀 약하긴 한거 같아요ㅠ 뒤로 좀 세게 기댔더니 확 펴져버렸어요 그래서 의자 뒤에 책장 받혀놓고 쓰고 있어요ㅜㅜ 그래도 저렴한 가격에 폭신한 의자사서 좋습니다
1,이사정리중이라 아직뜯어보진 못했으나 믿고 구매확정합니다. 포토 후기 쓸게요~
1,온라인쇼핑은 너무 편해요 시간도 절약되고 돈도 절약되고 무엇보다 편해요 겨울엔 두말할 필요가 없지요
1,탁자에 딱 맞고..바느질이 꼼꼼해서 너무 좋아요..
1,디자인 좋습니다. 가격 싸고 좋습니다. 다만 내구성이 그리 높진 않습니다. 몇달 쓰다보면 의자 받침부분 금이 가고 뿌러집니다. 높낮이 조절하는 것도 저절로 꺼져 버리더군요. 딱 가격만큼 입니다.
1,조립도 싶고 나사하나씩 여유있게 보내주네요 잘 쓰겠습니다
1,잘 받았어요. 싸게 샀습니다 . 품질도 나쁘지 않구요. 사이즈가 생각 했던 것 보단 작지만 쓰기엔 충분합니다.
1,"다 좋은데 생각만큼 견고하진 않은 것 같아요. 아무래도 가격대가 그래서인지...조립과정에서 팔걸이 부분은 알루미늄이 아닌 플라스틱이라 나사 조일 때 기스 여러군데 났고요, 가죽은 비닐가죽이라...ㅠㅠ 그래도 이 가격에 이만하면 훌륭하다고 생각됩니다만, 앞전에 10년간 튼튼하게 썼던 의자에 비하면 오래 못쓸거 같아요. 착좌감은 좋은 편입니다."
1,여름에쓰기엔 좀 덥네요ㅜㅜ뭐 소파가다그렇겟죠 그래도 폭신하고 괜차나여
1,가격대비 품질 짠찐해요
1,배송 빨라서 좋았네요.. 하루 걸렸어요.. 의자 등받이 조절 잘되고 책상하고 색이 잘 맞아 맘에 듭니다.. 생각보다 가벼웠구요.. 가격대비 물건 만족합니다.. 다만 등받에 위에 머리 받침이 있었으면 더 좋았을 듯 합니다. ^^
1,배송빠르고... 좋아요
1,기대없이 걍 좌식의자중에 따듯해보이는걸 샀는데 완전 맘에드네요 색상도 그렇고 가격 감촉 쿠션 뭐하나 맘에안드는게 없어 대만족!
1,부모님 댁 식탁에 깔아드렸어요. 유리 사용하실때는 뭐든 조심조심 내려놓으셨다는데 이번에 바꾸고 나서는 소리도 나지않고 편히 내려놓을수 있어 좋다고 하세요. 사이즈도 정확하고 배송도 빠르고 굿~^^
1,"배송이 넘 느려 반품했다가 물건보고 취소했네요, 괜찮아요,"
1,좋아요. 배송도 빠르고 매쉬체어 역시 좋네요
1,정말 사람들 말처럼 너무너무 좋네요. 이가격대에 이정도가 가능한가요? 어마어마합니다. 정말 좋은제품 제공 해주셔서 감사합니다. 특히 등받이가 너무 좋네요.
1,"배송 아주 특급이네요

상품은 굿  이만한 가격 만족"
1,잘 받았습니다~ 문자도 챙겨주시고 좋네요!
1,카페에서 일하고 있는데 일반의자로는 공간이 차지해서 접이식 간이의자를 구매를 했는데 공간도 덜 차지하고 의자도 너무 편리해서 사용하기 너무나 편합니다.
1,어제 주문했는데 하루만에 받았어요 싸이즈도 딱 맞춰 보내주시고 책상에 유리대신 깔아놓으니 좋습니다 매트 밑에 종이 넣기도 편하고.. 흠집 안나고 깨끗이오래갔으면 좋겠네요.
1,기사님 오셔서 설치도 잘 해주시고 정말 싸게 잘 샀네요 물건들 정리해서 넣고하니 속이 시원해요~ 담번에 행사할때 하나더 사야겠어요~
1,아 완전좋아요 ㅎㅎ색상도 예쁘고 크기도 크고 ㅎㅎ 폭신폭신!!!짱 너무좋아요~
1,일단 너무 편해요 팔거리도 딱이고 그런데 의자가 차가워서 저는 작은 담뇨랑 같이 두었어요 조립은 다 되어서 왔더라구요 다리랑 몸만 붙이면 되구요 이 의자보고 친구들이 어디서 샀냐고 난리에요 몇개 더 구매하게될듯 ^^ ㅎㅎ
1,기존에 주방에 6개의 등이 있었는데 각 등마다 11W FPL 형광등이 2개씩 달려 있었습니다. 큰맘먹고 LED 25W 방등으로 교체하기로 결정을 했는데 사실 조금 어둡지 않을까 걱정도 했습니다. 설치결과 대~~만족입니다. 충분히 밝고 기존의 11W 12개보다 어둡지 않습니다. 이쁘기도 하구요. Thanks~~~
1,장판에 자국이 많이 남아요 이쁘고 디자인은 괜찮은데 자국땜에 좀 그렇네요 다른거 사다가 껴놔야겠어요 ㅠㅠ 그래도 이쁘니까 잘쓸게요 ㅋ...............................................
1,푹신하니 좋네요
1,첨에깨져서 두개가왔는데 바로 보내주셔서 잘받았네요
1,다 좋은데 등부분에 단추 같은거 한개가 떨어져있네요 ㅋ
1,배송빠르고 좋습니다~
1,좋아용~~~
1,조립하는건 여자가 하면 안될듯 조립하고 보니 너무 마음에 들어요 ~
1,의자 완전 대만족합니다~ 배송도 빠르고 너무 편하고 좋네요~ 의자펴고 자도되겠어요 ㅋㅋ 푹신하고 디자인도 괜찮은게 가격대비 짱인듯~
1,편합니다 ^^
1,"오렌지 레드 블랙 그린 다 구매해봤는데요 오렌지가 형광빛을 띠는거 말고 레드, 블랙, 그린은 만족합니다. 특히 블랙과 그린은 고급스러워보이고 좋아요 배송도 빠르고 만족합니다."
1,사무실 이전하면서 새로운 사무실에서 쓰려서 구입했어요 저렴한가격에 실용도 잘 따져가면서 구입했는데 역시 만족스럽습니다. 사무실에 놓고 쓰기에도 깔끔하고 가격대비 만족스럽니다. ㅎㅎ
1,와웅! 편해요~~~ㅁㄴㅇㅁㄴ어너너넌ㅁㄴㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅌㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊ
1,ㅇㄻㅇㄻㅇㄹ모ㅛㅎㄷㄷ라ㅣ뎌ㅗㄻ
1,배송이 느렸지만 수납은 한샘이 최고네요
1,색상 너무 예뻐요~~
1,배송도 빠르고 물건도 좋네요
1,좋아요 괜찮습니다
1,빠른 배송감사합니다. 제품도 좋은물건이네요. 가격도저렴
1,아~좋아요~좋아~
1,생각보다빨리왔어요
1,가격대비 괜찮아요..디자인도 예쁘고 보기보다 튼튼하네요. 4개구매하고 4개 더 추가구매 예정이예요
1,받아보니 색깔괜춘하네요ㅎ 이뻐용 근데 첨왓을때 쫙펴저서 일자로왓는데 반으로접으니 뒤로 안넘어가네요?한번 반으로접으면 약간더 뒤로 못할까요?
1,목에도 쿠션이 있어서 나쁘지 않아요 허리도 쿠션옵션했는데 굳임 ㅎ
1,생각했던 것보다 괜찮네요!!
1,물건 잘 받았습니다~ 화면대로 폭신하니 편하구 아주 예뻐요 ^^ 핑크색 책상이랑 같이놓았는데 화사하고 산뜻하네요ㅎ
1,애들이 무척 좋아 합니다. 텔레비젼이나 책을 볼때 아주 좋아하죠 ...
1,배송기사님도 엄청 친절해서 좋아요
1,아이들장난감 정리하려고샀는데 하나 더 욕심이나네요^^
1,의자도 예쁘고 좋네요~ 배송도 주문 다음날 도착해서 좋아요~
1,하루만에 받았구요 컴터책상용으로 구매했는데 회전식이라 의자를 밀어서 일어나야하는 불편함이 없어좋아요.  쿠션이 두꺼워서 컴터책상이 작은듯한데 얇은 쿠션보단 훨 나은것같애요.
1,의자랑 색 맞출려고 샀는데 이쁘네요~ 빠른 배송 완전 감사하고요 근데 옆에 높이 조절이 안되더라구요 전 제가 잘못햇나 싶엇는데 설명서 보니깐 맞는데.. 제가 틀린거건가요? 여튼 고심 끝에 선택 다른 제품들은 품절이라 구매할수가없어서 이걸로 선택햇지만 마음에 드네요~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 사람들이 다들 이쁘다고 하네요 구매하셔도 후회안하실꺼예요
1,상품이 무거울줄 알았는데 가볍고 이쁩니다.. 배송도 빠르고 상품도 좋네여 다만 의자를 높인후 내릴때 2개중 하나는 다 안내려가고있어요..
1,가성비가 좋아요 가격대비 품질이 좋네요 잘 쓸게요
1,"한샘에서 물건착오로.. 중간에 다시 배송되는바람에, 배송은 늦었지만 물건은 굿~~~ 메이플에 화이트서랍장 정말 마음에 들어욧^^"
1,조립은 여자가 하기에도 크게 어렵지 않으나 의자 팔걸이 홈이 밖으로 향해야 한다는걸 동영상 찾아보고 알았네요 종이 설명서에도 표기가 되어 있었으면 하는 생각이 들어요 암튼 잘 조립해서 사용하는 중입니다
1,배송빨라요. 하이그로시제품위에 얹으니 자국 남네요 ㅠㅠ
1,"배송빠르고 냄새도안나고, 단단합니다.잘쓰겠습니다."
1,색상도 제품도 모두모두 맘에 들어요~~^^
1,깔끔하고이뻐요~ 다른곳에서 샀다가 하얀색의자에 뭐가 묻어와서 얼마나 화가나던지.. 환불하고 다시 주문한건데 만족스럽습니다~
1,두번째 구매입니다.
1,아직식탁이안와서 방치되어있찌만 튼튼하고 조아요 분위기완전 조을듯해요~ 배송도빠르고 감사합니다~
1,저렴하고 빠른배송으로 잘받았어요! 이번꺼는 안장이 깨끗하게 잘왔네요 ㅋㅋ 맘에들어요^^!
1,전에 쓰던 좌식의자가 많이 낡고 부러져서 고심끝에 사봤습니다. 쿠션은 나름 푹신한데 앉는 공간이 살짝 좁은듯한 느낌이 들긴해요 그래도 이정도 가격이면 저는 만족하고 있습니다~ 많이 파세요^^
1,시부모님 좌식컴퓨터 의자로 사용하라고 선물 해드렸는데 많이 좋아하시네요..매일 방석에 앉아 컴터하시다가 의자사용해보니 무지 편하시데요..쿠션감도좋고 ..싼가격에 잘산거같아요
1,배송은 그저그렇고 의자는 조립도 쉽고 이쁩니다
1,꼼꼼하게 쌓여서 오고 좋네요
1,시아버님께서 TV 보고 하실때 쪼금 자세가 안좋아보이셔서 구매를 하게 되었는데.... 배송도 빠르고 (주문후 담날로 도착 했거덩요....) 색상도 제가 다크 브라운을 했는데.. 싸보이지도 않고 맘에 들어 하십니다. 당장 뜯어서 앉아 보시고 편하다.. 팔걸이도 있네 하시며 좋아라 하시네요.. 편하게 잘앉아서 사용하겠읍니다.. 많이 파세요
1,ㅓㄴ물했는데 좋아하네요
1,수납공간이 많이 늘어났어요 ㅎㅎ 설치하시는분도 신경써서 설치해주시는것 같아서 기분 좋았습니다. ㅎㅎㅎ
1,앞으로기울게조립하는게 완전 좋아요 폭신폭신은 아니지만 적당히 단단하고 팔걸이와 허리받침도쓸만합니다 앞으로기울거조립해서쓰다보니 목받침까지는필요없어서 요모델로고르길 잘한거 같아요
1,좋아요~좋아요
1,싸게 잘 삿네요 조립설명서보고 해서 금방 조립했어요~ 심플하니 좋아요 오발캡이 약해보여 좀 그르네요ㅋ 잘쓰겠습니다^^
1,상품이 아주 맘에 듭니다~ 조만간 추가 구입할 예정입니다. 감사합니다~
1,갑자기 기존에 쓰던 의자가 망가져서 구입하게 되었어요 가격대비 제품 깔끔하고 마음에 들어요 연휴기간이라 설 연휴 끝나고 배송 받을 줄 알았는데 연휴시작 전날 오전에 배송해 주셔서 너무 놀랐고 기분 좋았어요 조립도 금방했고...그런데 저는 노블레스 블랙을 주문했거든요 왜 헤드 색깔이 블랙이 아닐까요? 조립 다하고 조금 이상하다 싶었는데 ㅋㅋㅋ 뭐 남 보여줄 것도 아니고 엄청 이상한것도 아니라서 그냥 사용하려구요
1,부엌쪽 아일랜드 식탁에 배치하려고 2개 구입했는데 깔끔하고 심플한 디자인에 매우 만족스럽네요! 높낮이조절 가능하고 색상이 흰색이라 어떤 인테리어든지 잘 어울릴 것 같습니다~
1,생각보다커서놀랐지만 튼튼하고 이쁘네용
1,처음에 별기대 안햇지만 앉아보는 순간 오~~ 했습니다. 가격착해서 스폰지 업글햇더니 엉덩이도 덜아프고 허리에 무리도 안가고 툭히 접을수 잇어서 좋네요. 굿？？
1,좋네여 싼값에 좋은물건 건졌어요!
1,가격도 저렴하고 품질도 ？I찬내요!
1,배송은 빨랐구요.. 다만 잔기스가 많아서 새것같지 않은듯한 느낌.. 가격대비 저렴~! 레자가죽도 그리 싸게 보이지는 않음.. 착용감 보통~!
1,요추보호대가 허리를 잘보호해주고 엉덩이쿠션도 너무푹신하네요^^ 의자가 없어서 식탁의자를 쓰다가 ㅋㅋ이번에 의자다운걸 사고싶어서 샀는데 게임할때도 좋고 공부할때도 아주 편안하네요. 아주 강추합니다^^
1,좋아여 ~~ 좋아여 좋아여 좋아여 조하여 조하야ㅕ 조아ㅕㅈ 아
1,만족만족만족 아주 이뿌네요
1,이사할 곳의 부엌에 헤라 레드 블랙으로 두려고 주문했습니다. 이사후에 설치할 예정이라 개봉은 하지않았지만 믿고 구매했습니다. 비교적 가격이 저렴한듯 하여 불안하긴 하지만 일단 지켜봐야할듯합니다~ 아무튼 조립제품이라 생각보다는 택배크기가 크지 않아고 배송은 주문 다음날 도착했으니 빨리왔네여~ 믿어보겠습니다~ 추천합니다~
1,배송 빠르고 제품 좋아요. 조립시 좀 애먹었지만 ㅎ
1,아직 뜯어보진않았지만 이쁘겠죠뭐
1,목욜 배송받고 토욜에 의자 높낮이 조절이 안되서 전화드렸더니 담주에 바로 교환해 주셨네요. 배송 빠르고 AS 잘해주고 친절한 전화응대~짱입니다요^^대박의 비결이겠죠~번창하세요$$
1,튼튼하고좋네요^^
1,잘쓰고있어요 배송도 생각보다 빨라 좋네요
1,잘받았습니다. 색깔은예쁜데 가격값만하는것같네요.부드럽진않아요.개인생각이지만요...
1,꼼꼼한 포장에 빠른배송 물건도 저렴하고 좋습니다
1,이케아 선반이 흰색이라 먼지탈까봐 위에 깔았네요ㅎ 사이즈도 딱 맞게 와서 잘 쓰고있어요ㅎ
1,"좋아요, 편하고 색상도이쁘고"
1,너무 붙어 있어서 떼기 힘들거 같아용
1,푹신푹신해요
1,상품 잘 받았구요.. 첨부터 넉넉하게 사이즈 주문해서 모자라거나 하진 않았어요 그런데.. 아래 구매후기..개미약 산거랑 혼동해서 잘못적었네요.. ㅡㅜ 죄송해요 이상품은 만족합니다. 깔아놓으니 유리얹어놓은거 마냥 좋네요
1,제주지역은 배송이 안된데서. .서울지역으로배송받았는데 좀 부피를 줄이면 제주도도 충분히 배송이될거 같은데. . 너무 아쉽네요 이런 간단한 책상도 제주도라 구입이어려운점이 제주도사는 특권처럼 느껴야한다니. .. 좀 개선해서 저렴하게 구입할수있도록 판매자분께서 노력해주세요^^
1,핑크 구매했어요 딸기아이스크림색상~방안이 화사해졌어요*^^*
1,행사 가격으로 아주 싸게 구입 했네요. 아이도 정말 좋아라 하구요. 많이들 파세요...
1,나사가 잘 안맞아서 고생했어요ㅠㅠ
1,가격대비 쿠션도 좋고 좋네요 하지만 높이가 좀 높아서 책상으로 쓰기엔 안좋습니다. 참고하세요!
1,조립하는것도 설명서에 잘나와있고 만들어 놓으니 튼튼하고 편안 하네요 많이파세용
1,세개째주문입니다 넘편하고 좋아요
1,잘받았습니다. 저번에 구매하고 의자가 좀 모자라서 다시 구매합니다. 약간 자리가 좁아서 장시간 앉기는 불편하지만 가격대비 너무 만족합니다.너무 저렴해요
1,괴안아요
1,모카색 폭신폭신한 좌식의자에요 ㅎㅎ 완전 편해요 ㅎㅎㅎ 컴터할때도 좋구요~ 티비 볼 때두 역시나 ㅎㅎㅎㅎㅎ 완전 만족합니다 ! 지금도 포근~히 컴터 잘 하구 있어요 ㅎㅎ 핑크를 사고 싶었지만 ㅜ 품절인 관계로.. 그래도 모카색도 너무너무 이뻐요♥
1,제품도 맘에 들고 가격도 굿이고 배송일자도 잘 맞춰주시고 배송해주신분도 넘 친절하셨어요~
1,냄새가 조금 나긴 하지만 화면 그대로 제품으로 만족스럽네요!! 잘쓸겠습니다
1,장난감정리가 너무 잘돼서 좋아요
1,두번째 주문해서ㅜ쓰고 있어요 감사합니다
1,2번째 구매인데 접이각도가 다르네요. 그래도 좋은 제품입니다
1,"정말 편하고 좋아요,.

맘에 들어요"
1,제품은 만？？.배송은 느린편이네요
1,가격에 비해 튼튼하고. 색상도 만족스럽습니다.. 싼티가 안나며 약간 고급 스러워 보입니다. 튼튼하지 않을거 같아서 걱정을 많이 했는데 튼튼하며. 의자에 안자있으면 불편함이 없고 편안합니다..
1,쿠션도 좋고 스웨이드라 그런지..부드럽고 따스한게 좋습니다. 지퍼가 있어..떼가 타면 벗겨서 빨수도 있으니...가격도 저렴한데다... 칼라도 좋고...맘에 듭니다.
